col1,rain,col3,date,year,month,day,doy
"Jun 13, 2004",0,2004,2004-06-13,2004,6,13,165
"Jun 14, 2004",0,2004,2004-06-14,2004,6,14,166
"Jun 15, 2004",0,2004,2004-06-15,2004,6,15,167
"Jun 16, 2004",0,2004,2004-06-16,2004,6,16,168
"Jun 17, 2004",37.191,2004,2004-06-17,2004,6,17,169
"Jun 18, 2004",37.191,2004,2004-06-18,2004,6,18,170
"Jun 19, 2004",0,2004,2004-06-19,2004,6,19,171
"Jun 20, 2004",0,2004,2004-06-20,2004,6,20,172
"Jun 21, 2004",0,2004,2004-06-21,2004,6,21,173
"Jun 22, 2004",0,2004,2004-06-22,2004,6,22,174
"Jun 23, 2004",0,2004,2004-06-23,2004,6,23,175
"Jun 24, 2004",0,2004,2004-06-24,2004,6,24,176
"Jun 25, 2004",0,2004,2004-06-25,2004,6,25,177
"Jun 26, 2004",0,2004,2004-06-26,2004,6,26,178
"Jun 27, 2004",0,2004,2004-06-27,2004,6,27,179
"Jun 28, 2004",0,2004,2004-06-28,2004,6,28,180
"Jun 29, 2004",0,2004,2004-06-29,2004,6,29,181
"Jun 30, 2004",0,2004,2004-06-30,2004,6,30,182
"Jul 1, 2004",0,2004,2004-07-01,2004,7,1,183
"Jul 2, 2004",0,2004,2004-07-02,2004,7,2,184
"Jul 3, 2004",0,2004,2004-07-03,2004,7,3,185
"Jul 4, 2004",0,2004,2004-07-04,2004,7,4,186
"Jul 5, 2004",0,2004,2004-07-05,2004,7,5,187
"Jul 6, 2004",0,2004,2004-07-06,2004,7,6,188
"Jul 7, 2004",0,2004,2004-07-07,2004,7,7,189
"Jul 8, 2004",40.28,2004,2004-07-08,2004,7,8,190
"Jul 9, 2004",0,2004,2004-07-09,2004,7,9,191
"Jul 10, 2004",0,2004,2004-07-10,2004,7,10,192
"Jul 11, 2004",0,2004,2004-07-11,2004,7,11,193
"Jul 12, 2004",42.573,2004,2004-07-12,2004,7,12,194
"Jul 13, 2004",0,2004,2004-07-13,2004,7,13,195
"Jul 14, 2004",0,2004,2004-07-14,2004,7,14,196
"Jul 15, 2004",0,2004,2004-07-15,2004,7,15,197
"Jul 16, 2004",0,2004,2004-07-16,2004,7,16,198
"Jul 17, 2004",0,2004,2004-07-17,2004,7,17,199
"Jul 18, 2004",33.044,2004,2004-07-18,2004,7,18,200
"Jul 19, 2004",0,2004,2004-07-19,2004,7,19,201
"Jul 20, 2004",0,2004,2004-07-20,2004,7,20,202
"Jul 21, 2004",0,2004,2004-07-21,2004,7,21,203
"Jul 22, 2004",0,2004,2004-07-22,2004,7,22,204
"Jul 23, 2004",0,2004,2004-07-23,2004,7,23,205
"Jul 24, 2004",0,2004,2004-07-24,2004,7,24,206
"Jul 25, 2004",0,2004,2004-07-25,2004,7,25,207
"Jul 26, 2004",18.662,2004,2004-07-26,2004,7,26,208
"Jul 27, 2004",18.662,2004,2004-07-27,2004,7,27,209
"Jul 28, 2004",0,2004,2004-07-28,2004,7,28,210
"Jul 29, 2004",0,2004,2004-07-29,2004,7,29,211
"Jul 30, 2004",37.325,2004,2004-07-30,2004,7,30,212
"Jul 31, 2004",0,2004,2004-07-31,2004,7,31,213
"Aug 1, 2004",0,2004,2004-08-01,2004,8,1,214
"Aug 2, 2004",0,2004,2004-08-02,2004,8,2,215
"Aug 3, 2004",0,2004,2004-08-03,2004,8,3,216
"Aug 4, 2004",0,2004,2004-08-04,2004,8,4,217
"Aug 5, 2004",0,2004,2004-08-05,2004,8,5,218
"Aug 6, 2004",0,2004,2004-08-06,2004,8,6,219
"Aug 7, 2004",0,2004,2004-08-07,2004,8,7,220
"Aug 8, 2004",0,2004,2004-08-08,2004,8,8,221
"Aug 9, 2004",0,2004,2004-08-09,2004,8,9,222
"Aug 10, 2004",0,2004,2004-08-10,2004,8,10,223
"Aug 11, 2004",23.564,2004,2004-08-11,2004,8,11,224
"Aug 12, 2004",0,2004,2004-08-12,2004,8,12,225
"Aug 13, 2004",23.564,2004,2004-08-13,2004,8,13,226
"Aug 14, 2004",0,2004,2004-08-14,2004,8,14,227
"Aug 15, 2004",0,2004,2004-08-15,2004,8,15,228
"Aug 16, 2004",0,2004,2004-08-16,2004,8,16,229
"Aug 17, 2004",0,2004,2004-08-17,2004,8,17,230
"Aug 18, 2004",0,2004,2004-08-18,2004,8,18,231
"Aug 19, 2004",9.662,2004,2004-08-19,2004,8,19,232
"Aug 20, 2004",9.662,2004,2004-08-20,2004,8,20,233
"Aug 21, 2004",56.448,2004,2004-08-21,2004,8,21,234
"Aug 22, 2004",0,2004,2004-08-22,2004,8,22,235
"Aug 23, 2004",0,2004,2004-08-23,2004,8,23,236
"Aug 24, 2004",0,2004,2004-08-24,2004,8,24,237
"Aug 25, 2004",0,2004,2004-08-25,2004,8,25,238
"Aug 26, 2004",0,2004,2004-08-26,2004,8,26,239
"Aug 27, 2004",0,2004,2004-08-27,2004,8,27,240
"Aug 28, 2004",0,2004,2004-08-28,2004,8,28,241
"Aug 29, 2004",0,2004,2004-08-29,2004,8,29,242
"Aug 30, 2004",0,2004,2004-08-30,2004,8,30,243
"Aug 31, 2004",43.531,2004,2004-08-31,2004,8,31,244
"Sep 1, 2004",0,2004,2004-09-01,2004,9,1,245
"Sep 2, 2004",0,2004,2004-09-02,2004,9,2,246
"Sep 3, 2004",0,2004,2004-09-03,2004,9,3,247
"Sep 4, 2004",0,2004,2004-09-04,2004,9,4,248
"Sep 5, 2004",0,2004,2004-09-05,2004,9,5,249
"Sep 6, 2004",0,2004,2004-09-06,2004,9,6,250
"Sep 7, 2004",0,2004,2004-09-07,2004,9,7,251
"Sep 8, 2004",41.797,2004,2004-09-08,2004,9,8,252
"Sep 9, 2004",20.899,2004,2004-09-09,2004,9,9,253
"Sep 10, 2004",0,2004,2004-09-10,2004,9,10,254
"Sep 11, 2004",0,2004,2004-09-11,2004,9,11,255
"Sep 12, 2004",0,2004,2004-09-12,2004,9,12,256
"Sep 13, 2004",0,2004,2004-09-13,2004,9,13,257
"Sep 14, 2004",0,2004,2004-09-14,2004,9,14,258
"Sep 15, 2004",0,2004,2004-09-15,2004,9,15,259
"Sep 16, 2004",0,2004,2004-09-16,2004,9,16,260
"Sep 17, 2004",16.661,2004,2004-09-17,2004,9,17,261
"Sep 18, 2004",49.983,2004,2004-09-18,2004,9,18,262
"Sep 19, 2004",0,2004,2004-09-19,2004,9,19,263
"Sep 20, 2004",0,2004,2004-09-20,2004,9,20,264
"Sep 21, 2004",0,2004,2004-09-21,2004,9,21,265
"Sep 22, 2004",0,2004,2004-09-22,2004,9,22,266
"Sep 23, 2004",0,2004,2004-09-23,2004,9,23,267
"Sep 24, 2004",0,2004,2004-09-24,2004,9,24,268
"Sep 25, 2004",0,2004,2004-09-25,2004,9,25,269
"Sep 26, 2004",0,2004,2004-09-26,2004,9,26,270
"Sep 27, 2004",0,2004,2004-09-27,2004,9,27,271
"Sep 28, 2004",9.35,2004,2004-09-28,2004,9,28,272
"Sep 29, 2004",0,2004,2004-09-29,2004,9,29,273
"Sep 30, 2004",0,2004,2004-09-30,2004,9,30,274
"Oct 1, 2004",0,2004,2004-10-01,2004,10,1,275
"Oct 2, 2004",4.922,2004,2004-10-02,2004,10,2,276
"Oct 3, 2004",0,2004,2004-10-03,2004,10,3,277
"Oct 4, 2004",0,2004,2004-10-04,2004,10,4,278
"Oct 5, 2004",0,2004,2004-10-05,2004,10,5,279
"Oct 6, 2004",0,2004,2004-10-06,2004,10,6,280
"Oct 7, 2004",0,2004,2004-10-07,2004,10,7,281
"Oct 8, 2004",0,2004,2004-10-08,2004,10,8,282
"Oct 9, 2004",3.829,2004,2004-10-09,2004,10,9,283
"Oct 10, 2004",0,2004,2004-10-10,2004,10,10,284
"Oct 11, 2004",0,2004,2004-10-11,2004,10,11,285
"Oct 12, 2004",0,2004,2004-10-12,2004,10,12,286
"Oct 13, 2004",0,2004,2004-10-13,2004,10,13,287
"Oct 14, 2004",0,2004,2004-10-14,2004,10,14,288
"Oct 15, 2004",10.746,2004,2004-10-15,2004,10,15,289
"Oct 16, 2004",0,2004,2004-10-16,2004,10,16,290
"Oct 17, 2004",0,2004,2004-10-17,2004,10,17,291
"Oct 18, 2004",7.086,2004,2004-10-18,2004,10,18,292
"Oct 19, 2004",28.346,2004,2004-10-19,2004,10,19,293
"Oct 20, 2004",0,2004,2004-10-20,2004,10,20,294
"Oct 21, 2004",0,2004,2004-10-21,2004,10,21,295
"Oct 22, 2004",0,2004,2004-10-22,2004,10,22,296
"Oct 23, 2004",0,2004,2004-10-23,2004,10,23,297
"Oct 24, 2004",12.718,2004,2004-10-24,2004,10,24,298
"Oct 25, 2004",0,2004,2004-10-25,2004,10,25,299
"Oct 26, 2004",0,2004,2004-10-26,2004,10,26,300
"Oct 27, 2004",4.098,2004,2004-10-27,2004,10,27,301
"Oct 28, 2004",0,2004,2004-10-28,2004,10,28,302
"Oct 29, 2004",4.098,2004,2004-10-29,2004,10,29,303
"Oct 30, 2004",4.098,2004,2004-10-30,2004,10,30,304
"Oct 31, 2004",0,2004,2004-10-31,2004,10,31,305
"Nov 1, 2004",0,2004,2004-11-01,2004,11,1,306
"Nov 2, 2004",0,2004,2004-11-02,2004,11,2,307
"Nov 3, 2004",0,2004,2004-11-03,2004,11,3,308
"Nov 4, 2004",19.45,2004,2004-11-04,2004,11,4,309
"Nov 5, 2004",0,2004,2004-11-05,2004,11,5,310
"Nov 6, 2004",0,2004,2004-11-06,2004,11,6,311
"Nov 7, 2004",0,2004,2004-11-07,2004,11,7,312
"Nov 8, 2004",0,2004,2004-11-08,2004,11,8,313
"Nov 9, 2004",0,2004,2004-11-09,2004,11,9,314
"Nov 10, 2004",0,2004,2004-11-10,2004,11,10,315
"Nov 11, 2004",3.632,2004,2004-11-11,2004,11,11,316
"Nov 12, 2004",1.816,2004,2004-11-12,2004,11,12,317
"Nov 13, 2004",0,2004,2004-11-13,2004,11,13,318
"Nov 14, 2004",0,2004,2004-11-14,2004,11,14,319
"Nov 15, 2004",0,2004,2004-11-15,2004,11,15,320
"Nov 16, 2004",0,2004,2004-11-16,2004,11,16,321
"Nov 17, 2004",0,2004,2004-11-17,2004,11,17,322
"Nov 18, 2004",0,2004,2004-11-18,2004,11,18,323
"Nov 19, 2004",0,2004,2004-11-19,2004,11,19,324
"Nov 20, 2004",0,2004,2004-11-20,2004,11,20,325
"Nov 21, 2004",0,2004,2004-11-21,2004,11,21,326
"Nov 22, 2004",0,2004,2004-11-22,2004,11,22,327
"Nov 23, 2004",0,2004,2004-11-23,2004,11,23,328
"Nov 24, 2004",7.557,2004,2004-11-24,2004,11,24,329
"Nov 25, 2004",11.336,2004,2004-11-25,2004,11,25,330
"Nov 26, 2004",0,2004,2004-11-26,2004,11,26,331
"Nov 27, 2004",0,2004,2004-11-27,2004,11,27,332
"Nov 28, 2004",25.646,2004,2004-11-28,2004,11,28,333
"Nov 29, 2004",0,2004,2004-11-29,2004,11,29,334
"Nov 30, 2004",0,2004,2004-11-30,2004,11,30,335
"Dec 1, 2004",20.126,2004,2004-12-01,2004,12,1,336
"Dec 2, 2004",0,2004,2004-12-02,2004,12,2,337
"Dec 3, 2004",0,2004,2004-12-03,2004,12,3,338
"Dec 4, 2004",0,2004,2004-12-04,2004,12,4,339
"Dec 5, 2004",0,2004,2004-12-05,2004,12,5,340
"Dec 6, 2004",0,2004,2004-12-06,2004,12,6,341
"Dec 7, 2004",7.85,2004,2004-12-07,2004,12,7,342
"Dec 8, 2004",0,2004,2004-12-08,2004,12,8,343
"Dec 9, 2004",7.85,2004,2004-12-09,2004,12,9,344
"Dec 10, 2004",8.971,2004,2004-12-10,2004,12,10,345
"Dec 11, 2004",0,2004,2004-12-11,2004,12,11,346
"Dec 12, 2004",0,2004,2004-12-12,2004,12,12,347
"Dec 13, 2004",0,2004,2004-12-13,2004,12,13,348
"Dec 14, 2004",0,2004,2004-12-14,2004,12,14,349
"Dec 15, 2004",0,2004,2004-12-15,2004,12,15,350
"Dec 16, 2004",7.361,2004,2004-12-16,2004,12,16,351
"Dec 17, 2004",0,2004,2004-12-17,2004,12,17,352
"Dec 18, 2004",0,2004,2004-12-18,2004,12,18,353
"Dec 19, 2004",0,2004,2004-12-19,2004,12,19,354
"Dec 20, 2004",0,2004,2004-12-20,2004,12,20,355
"Dec 21, 2004",0,2004,2004-12-21,2004,12,21,356
"Dec 22, 2004",4.033,2004,2004-12-22,2004,12,22,357
"Dec 23, 2004",6.05,2004,2004-12-23,2004,12,23,358
"Dec 24, 2004",4.033,2004,2004-12-24,2004,12,24,359
"Dec 25, 2004",0,2004,2004-12-25,2004,12,25,360
"Dec 26, 2004",0,2004,2004-12-26,2004,12,26,361
"Dec 27, 2004",0,2004,2004-12-27,2004,12,27,362
"Dec 28, 2004",0,2004,2004-12-28,2004,12,28,363
"Dec 29, 2004",0,2004,2004-12-29,2004,12,29,364
"Dec 30, 2004",0,2004,2004-12-30,2004,12,30,365
"Dec 31, 2004",7.764,2004,2004-12-31,2004,12,31,366
"Jan 1, 2005",0,2005,2005-01-01,2005,1,1,1
"Jan 2, 2005",0,2005,2005-01-02,2005,1,2,2
"Jan 3, 2005",9.534,2005,2005-01-03,2005,1,3,3
"Jan 4, 2005",1.589,2005,2005-01-04,2005,1,4,4
"Jan 5, 2005",9.534,2005,2005-01-05,2005,1,5,5
"Jan 6, 2005",24.353,2005,2005-01-06,2005,1,6,6
"Jan 7, 2005",6.958,2005,2005-01-07,2005,1,7,7
"Jan 8, 2005",3.479,2005,2005-01-08,2005,1,8,8
"Jan 9, 2005",0,2005,2005-01-09,2005,1,9,9
"Jan 10, 2005",0,2005,2005-01-10,2005,1,10,10
"Jan 11, 2005",0,2005,2005-01-11,2005,1,11,11
"Jan 12, 2005",6.658,2005,2005-01-12,2005,1,12,12
"Jan 13, 2005",13.315,2005,2005-01-13,2005,1,13,13
"Jan 14, 2005",16.644,2005,2005-01-14,2005,1,14,14
"Jan 15, 2005",0,2005,2005-01-15,2005,1,15,15
"Jan 16, 2005",0,2005,2005-01-16,2005,1,16,16
"Jan 17, 2005",0,2005,2005-01-17,2005,1,17,17
"Jan 18, 2005",0,2005,2005-01-18,2005,1,18,18
"Jan 19, 2005",7.522,2005,2005-01-19,2005,1,19,19
"Jan 20, 2005",0,2005,2005-01-20,2005,1,20,20
"Jan 21, 2005",0,2005,2005-01-21,2005,1,21,21
"Jan 22, 2005",12.59,2005,2005-01-22,2005,1,22,22
"Jan 23, 2005",0,2005,2005-01-23,2005,1,23,23
"Jan 24, 2005",0,2005,2005-01-24,2005,1,24,24
"Jan 25, 2005",0,2005,2005-01-25,2005,1,25,25
"Jan 26, 2005",0,2005,2005-01-26,2005,1,26,26
"Jan 27, 2005",0,2005,2005-01-27,2005,1,27,27
"Jan 28, 2005",0,2005,2005-01-28,2005,1,28,28
"Jan 29, 2005",0,2005,2005-01-29,2005,1,29,29
"Jan 30, 2005",0,2005,2005-01-30,2005,1,30,30
"Jan 31, 2005",0,2005,2005-01-31,2005,1,31,31
"Feb 1, 2005",0,2005,2005-02-01,2005,2,1,32
"Feb 2, 2005",0,2005,2005-02-02,2005,2,2,33
"Feb 3, 2005",1.916,2005,2005-02-03,2005,2,3,34
"Feb 4, 2005",0,2005,2005-02-04,2005,2,4,35
"Feb 5, 2005",0,2005,2005-02-05,2005,2,5,36
"Feb 6, 2005",0,2005,2005-02-06,2005,2,6,37
"Feb 7, 2005",6.694,2005,2005-02-07,2005,2,7,38
"Feb 8, 2005",13.388,2005,2005-02-08,2005,2,8,39
"Feb 9, 2005",0,2005,2005-02-09,2005,2,9,40
"Feb 10, 2005",3.347,2005,2005-02-10,2005,2,10,41
"Feb 11, 2005",0,2005,2005-02-11,2005,2,11,42
"Feb 12, 2005",0,2005,2005-02-12,2005,2,12,43
"Feb 13, 2005",0,2005,2005-02-13,2005,2,13,44
"Feb 14, 2005",7.039,2005,2005-02-14,2005,2,14,45
"Feb 15, 2005",2.346,2005,2005-02-15,2005,2,15,46
"Feb 16, 2005",11.738,2005,2005-02-16,2005,2,16,47
"Feb 17, 2005",0,2005,2005-02-17,2005,2,17,48
"Feb 18, 2005",0,2005,2005-02-18,2005,2,18,49
"Feb 19, 2005",0,2005,2005-02-19,2005,2,19,50
"Feb 20, 2005",0,2005,2005-02-20,2005,2,20,51
"Feb 21, 2005",12.213,2005,2005-02-21,2005,2,21,52
"Feb 22, 2005",0,2005,2005-02-22,2005,2,22,53
"Feb 23, 2005",0,2005,2005-02-23,2005,2,23,54
"Feb 24, 2005",0,2005,2005-02-24,2005,2,24,55
"Feb 25, 2005",0,2005,2005-02-25,2005,2,25,56
"Feb 26, 2005",0,2005,2005-02-26,2005,2,26,57
"Feb 27, 2005",0,2005,2005-02-27,2005,2,27,58
"Feb 28, 2005",5.291,2005,2005-02-28,2005,2,28,59
"Mar 1, 2005",20.18,2005,2005-03-01,2005,3,1,60
"Mar 2, 2005",0,2005,2005-03-02,2005,3,2,61
"Mar 3, 2005",0,2005,2005-03-03,2005,3,3,62
"Mar 4, 2005",0,2005,2005-03-04,2005,3,4,63
"Mar 5, 2005",0,2005,2005-03-05,2005,3,5,64
"Mar 6, 2005",0,2005,2005-03-06,2005,3,6,65
"Mar 7, 2005",3.366,2005,2005-03-07,2005,3,7,66
"Mar 8, 2005",6.732,2005,2005-03-08,2005,3,8,67
"Mar 9, 2005",0,2005,2005-03-09,2005,3,9,68
"Mar 10, 2005",0,2005,2005-03-10,2005,3,10,69
"Mar 11, 2005",0,2005,2005-03-11,2005,3,11,70
"Mar 12, 2005",4.988,2005,2005-03-12,2005,3,12,71
"Mar 13, 2005",0,2005,2005-03-13,2005,3,13,72
"Mar 14, 2005",0,2005,2005-03-14,2005,3,14,73
"Mar 15, 2005",0,2005,2005-03-15,2005,3,15,74
"Mar 16, 2005",0,2005,2005-03-16,2005,3,16,75
"Mar 17, 2005",0,2005,2005-03-17,2005,3,17,76
"Mar 18, 2005",0,2005,2005-03-18,2005,3,18,77
"Mar 19, 2005",0,2005,2005-03-19,2005,3,19,78
"Mar 20, 2005",0,2005,2005-03-20,2005,3,20,79
"Mar 21, 2005",0,2005,2005-03-21,2005,3,21,80
"Mar 22, 2005",0,2005,2005-03-22,2005,3,22,81
"Mar 23, 2005",7.999,2005,2005-03-23,2005,3,23,82
"Mar 24, 2005",5.332,2005,2005-03-24,2005,3,24,83
"Mar 25, 2005",2.666,2005,2005-03-25,2005,3,25,84
"Mar 26, 2005",0,2005,2005-03-26,2005,3,26,85
"Mar 27, 2005",0,2005,2005-03-27,2005,3,27,86
"Mar 28, 2005",11.819,2005,2005-03-28,2005,3,28,87
"Mar 29, 2005",11.819,2005,2005-03-29,2005,3,29,88
"Mar 30, 2005",2.955,2005,2005-03-30,2005,3,30,89
"Mar 31, 2005",2.955,2005,2005-03-31,2005,3,31,90
"Apr 1, 2005",12.309,2005,2005-04-01,2005,4,1,91
"Apr 2, 2005",49.235,2005,2005-04-02,2005,4,2,92
"Apr 3, 2005",0,2005,2005-04-03,2005,4,3,93
"Apr 4, 2005",0,2005,2005-04-04,2005,4,4,94
"Apr 5, 2005",0,2005,2005-04-05,2005,4,5,95
"Apr 6, 2005",0,2005,2005-04-06,2005,4,6,96
"Apr 7, 2005",5.666,2005,2005-04-07,2005,4,7,97
"Apr 8, 2005",2.833,2005,2005-04-08,2005,4,8,98
"Apr 9, 2005",0,2005,2005-04-09,2005,4,9,99
"Apr 10, 2005",0,2005,2005-04-10,2005,4,10,100
"Apr 11, 2005",0,2005,2005-04-11,2005,4,11,101
"Apr 12, 2005",0,2005,2005-04-12,2005,4,12,102
"Apr 13, 2005",0,2005,2005-04-13,2005,4,13,103
"Apr 14, 2005",0,2005,2005-04-14,2005,4,14,104
"Apr 15, 2005",0,2005,2005-04-15,2005,4,15,105
"Apr 16, 2005",0,2005,2005-04-16,2005,4,16,106
"Apr 17, 2005",0,2005,2005-04-17,2005,4,17,107
"Apr 18, 2005",0,2005,2005-04-18,2005,4,18,108
"Apr 19, 2005",0,2005,2005-04-19,2005,4,19,109
"Apr 20, 2005",4.094,2005,2005-04-20,2005,4,20,110
"Apr 21, 2005",0,2005,2005-04-21,2005,4,21,111
"Apr 22, 2005",0,2005,2005-04-22,2005,4,22,112
"Apr 23, 2005",24.464,2005,2005-04-23,2005,4,23,113
"Apr 24, 2005",12.232,2005,2005-04-24,2005,4,24,114
"Apr 25, 2005",0,2005,2005-04-25,2005,4,25,115
"Apr 26, 2005",0,2005,2005-04-26,2005,4,26,116
"Apr 27, 2005",0,2005,2005-04-27,2005,4,27,117
"Apr 28, 2005",0,2005,2005-04-28,2005,4,28,118
"Apr 29, 2005",0,2005,2005-04-29,2005,4,29,119
"Apr 30, 2005",0,2005,2005-04-30,2005,4,30,120
"May 1, 2005",0,2005,2005-05-01,2005,5,1,121
"May 2, 2005",0,2005,2005-05-02,2005,5,2,122
"May 3, 2005",0,2005,2005-05-03,2005,5,3,123
"May 4, 2005",0,2005,2005-05-04,2005,5,4,124
"May 5, 2005",0,2005,2005-05-05,2005,5,5,125
"May 6, 2005",0,2005,2005-05-06,2005,5,6,126
"May 7, 2005",0,2005,2005-05-07,2005,5,7,127
"May 8, 2005",0,2005,2005-05-08,2005,5,8,128
"May 9, 2005",0,2005,2005-05-09,2005,5,9,129
"May 10, 2005",0,2005,2005-05-10,2005,5,10,130
"May 11, 2005",0,2005,2005-05-11,2005,5,11,131
"May 12, 2005",0,2005,2005-05-12,2005,5,12,132
"May 13, 2005",0,2005,2005-05-13,2005,5,13,133
"May 14, 2005",0,2005,2005-05-14,2005,5,14,134
"May 15, 2005",5.998,2005,2005-05-15,2005,5,15,135
"May 16, 2005",0,2005,2005-05-16,2005,5,16,136
"May 17, 2005",0,2005,2005-05-17,2005,5,17,137
"May 18, 2005",0,2005,2005-05-18,2005,5,18,138
"May 19, 2005",0,2005,2005-05-19,2005,5,19,139
"May 20, 2005",11.945,2005,2005-05-20,2005,5,20,140
"May 21, 2005",0,2005,2005-05-21,2005,5,21,141
"May 22, 2005",0,2005,2005-05-22,2005,5,22,142
"May 23, 2005",0,2005,2005-05-23,2005,5,23,143
"May 24, 2005",5.485,2005,2005-05-24,2005,5,24,144
"May 25, 2005",5.158,2005,2005-05-25,2005,5,25,145
"May 26, 2005",0,2005,2005-05-26,2005,5,26,146
"May 27, 2005",5.099,2005,2005-05-27,2005,5,27,147
"May 28, 2005",0,2005,2005-05-28,2005,5,28,148
"May 29, 2005",0,2005,2005-05-29,2005,5,29,149
"May 30, 2005",0,2005,2005-05-30,2005,5,30,150
"May 31, 2005",0,2005,2005-05-31,2005,5,31,151
"Jun 1, 2005",0,2005,2005-06-01,2005,6,1,152
"Jun 2, 2005",0,2005,2005-06-02,2005,6,2,153
"Jun 3, 2005",0,2005,2005-06-03,2005,6,3,154
"Jun 4, 2005",0,2005,2005-06-04,2005,6,4,155
"Jun 5, 2005",0,2005,2005-06-05,2005,6,5,156
"Jun 6, 2005",8.532,2005,2005-06-06,2005,6,6,157
"Jun 7, 2005",8.532,2005,2005-06-07,2005,6,7,158
"Jun 8, 2005",0,2005,2005-06-08,2005,6,8,159
"Jun 9, 2005",0,2005,2005-06-09,2005,6,9,160
"Jun 10, 2005",8.532,2005,2005-06-10,2005,6,10,161
"Jun 11, 2005",40.957,2005,2005-06-11,2005,6,11,162
"Jun 12, 2005",0,2005,2005-06-12,2005,6,12,163
"Jun 13, 2005",0,2005,2005-06-13,2005,6,13,164
"Jun 14, 2005",0,2005,2005-06-14,2005,6,14,165
"Jun 15, 2005",0,2005,2005-06-15,2005,6,15,166
"Jun 16, 2005",0,2005,2005-06-16,2005,6,16,167
"Jun 17, 2005",0,2005,2005-06-17,2005,6,17,168
"Jun 18, 2005",0,2005,2005-06-18,2005,6,18,169
"Jun 19, 2005",0,2005,2005-06-19,2005,6,19,170
"Jun 20, 2005",0,2005,2005-06-20,2005,6,20,171
"Jun 21, 2005",0,2005,2005-06-21,2005,6,21,172
"Jun 22, 2005",0,2005,2005-06-22,2005,6,22,173
"Jun 23, 2005",0,2005,2005-06-23,2005,6,23,174
"Jun 24, 2005",0,2005,2005-06-24,2005,6,24,175
"Jun 25, 2005",0,2005,2005-06-25,2005,6,25,176
"Jun 26, 2005",0,2005,2005-06-26,2005,6,26,177
"Jun 27, 2005",0,2005,2005-06-27,2005,6,27,178
"Jun 28, 2005",12.544,2005,2005-06-28,2005,6,28,179
"Jun 29, 2005",25.089,2005,2005-06-29,2005,6,29,180
"Jun 30, 2005",0,2005,2005-06-30,2005,6,30,181
"Jul 1, 2005",0,2005,2005-07-01,2005,7,1,182
"Jul 2, 2005",0,2005,2005-07-02,2005,7,2,183
"Jul 3, 2005",0,2005,2005-07-03,2005,7,3,184
"Jul 4, 2005",0,2005,2005-07-04,2005,7,4,185
"Jul 5, 2005",0,2005,2005-07-05,2005,7,5,186
"Jul 6, 2005",10.676,2005,2005-07-06,2005,7,6,187
"Jul 7, 2005",0,2005,2005-07-07,2005,7,7,188
"Jul 8, 2005",21.353,2005,2005-07-08,2005,7,8,189
"Jul 9, 2005",0,2005,2005-07-09,2005,7,9,190
"Jul 10, 2005",0,2005,2005-07-10,2005,7,10,191
"Jul 11, 2005",0,2005,2005-07-11,2005,7,11,192
"Jul 12, 2005",0,2005,2005-07-12,2005,7,12,193
"Jul 13, 2005",0,2005,2005-07-13,2005,7,13,194
"Jul 14, 2005",0,2005,2005-07-14,2005,7,14,195
"Jul 15, 2005",0,2005,2005-07-15,2005,7,15,196
"Jul 16, 2005",0,2005,2005-07-16,2005,7,16,197
"Jul 17, 2005",9.531,2005,2005-07-17,2005,7,17,198
"Jul 18, 2005",0,2005,2005-07-18,2005,7,18,199
"Jul 19, 2005",0,2005,2005-07-19,2005,7,19,200
"Jul 20, 2005",0,2005,2005-07-20,2005,7,20,201
"Jul 21, 2005",0,2005,2005-07-21,2005,7,21,202
"Jul 22, 2005",0,2005,2005-07-22,2005,7,22,203
"Jul 23, 2005",0,2005,2005-07-23,2005,7,23,204
"Jul 24, 2005",0,2005,2005-07-24,2005,7,24,205
"Jul 25, 2005",12.129,2005,2005-07-25,2005,7,25,206
"Jul 26, 2005",0,2005,2005-07-26,2005,7,26,207
"Jul 27, 2005",14.142,2005,2005-07-27,2005,7,27,208
"Jul 28, 2005",0,2005,2005-07-28,2005,7,28,209
"Jul 29, 2005",0,2005,2005-07-29,2005,7,29,210
"Jul 30, 2005",0,2005,2005-07-30,2005,7,30,211
"Jul 31, 2005",0,2005,2005-07-31,2005,7,31,212
"Aug 1, 2005",0,2005,2005-08-01,2005,8,1,213
"Aug 2, 2005",9.385,2005,2005-08-02,2005,8,2,214
"Aug 3, 2005",0,2005,2005-08-03,2005,8,3,215
"Aug 4, 2005",0,2005,2005-08-04,2005,8,4,216
"Aug 5, 2005",0,2005,2005-08-05,2005,8,5,217
"Aug 6, 2005",0,2005,2005-08-06,2005,8,6,218
"Aug 7, 2005",0,2005,2005-08-07,2005,8,7,219
"Aug 8, 2005",0,2005,2005-08-08,2005,8,8,220
"Aug 9, 2005",0,2005,2005-08-09,2005,8,9,221
"Aug 10, 2005",0,2005,2005-08-10,2005,8,10,222
"Aug 11, 2005",0,2005,2005-08-11,2005,8,11,223
"Aug 12, 2005",0,2005,2005-08-12,2005,8,12,224
"Aug 13, 2005",0,2005,2005-08-13,2005,8,13,225
"Aug 14, 2005",15.268,2005,2005-08-14,2005,8,14,226
"Aug 15, 2005",0,2005,2005-08-15,2005,8,15,227
"Aug 16, 2005",0,2005,2005-08-16,2005,8,16,228
"Aug 17, 2005",0,2005,2005-08-17,2005,8,17,229
"Aug 18, 2005",0,2005,2005-08-18,2005,8,18,230
